"","hh_village_code","hh_reserve_section","survey","Question","Value","topic"
"44",1,"PARCELLE I","Menage","bool_house_owns_radio",14,"Housing Characteristics"
"45",1,"PARCELLE I","Menage","bool_house_owns_table",4,"Housing Characteristics"
"46",1,"PARCELLE I","Menage","bool_house_owns_chair",2,"Housing Characteristics"
"47",1,"PARCELLE I","Menage","bool_house_owns_reads",9,"Housing Characteristics"
"48",1,"PARCELLE I","Menage","bool_house_owns_sofa",0,"Housing Characteristics"
"49",1,"PARCELLE I","Menage","bool_house_owns_tv",0,"Housing Characteristics"
"50",1,"PARCELLE I","Menage","bool_house_owns_cdplayer",0,"Housing Characteristics"
"51",1,"PARCELLE I","Menage","bool_house_owns_tablet",0,"Housing Characteristics"
"52",1,"PARCELLE I","Menage","bool_house_has_internet",0,"Housing Characteristics"
"53",1,"PARCELLE I","Menage","bool_house_has_bankaccount",0,"Housing Characteristics"
"54",1,"PARCELLE I","Menage","bool_water_safe",11,"Water and Sanitation"
"55",1,"PARCELLE I","Menage","alpha_bool_water_boil",1,"Water and Sanitation"
"56",1,"PARCELLE I","Menage","alpha_bool_water_bleach",1,"Water and Sanitation"
"57",1,"PARCELLE I","Menage","alpha_bool_water_cloth",1,"Water and Sanitation"
"58",1,"PARCELLE I","Menage","alpha_bool_water_filter",1,"Water and Sanitation"
"59",1,"PARCELLE I","Menage","alpha_bool_water_solar",1,"Water and Sanitation"
"60",1,"PARCELLE I","Menage","alpha_bool_water_disinfection",1,"Water and Sanitation"
"61",1,"PARCELLE I","Menage","alpha_bool_water_other",1,"Water and Sanitation"
"62",1,"PARCELLE I","Menage","bool_mosq_net",37,"Possession and Use of Mosquito Nets"
"63",1,"PARCELLE I","Menage","bool_mosq_net_reason_scared",37,"Possession and Use of Mosquito Nets"
"64",1,"PARCELLE I","Menage","bool_mosq_net_reason_fish",0,"Possession and Use of Mosquito Nets"
"65",1,"PARCELLE I","Menage","bool_mosq_net_reason_poultry",0,"Possession and Use of Mosquito Nets"
"66",1,"PARCELLE I","Menage","bool_mosq_net_reason_other",1,"Possession and Use of Mosquito Nets"
"67",1,"PARCELLE I","Menage","bool_avoid_mosq_ways",1,"Possession and Use of Mosquito Nets"
"68",1,"PARCELLE I","Menage","alpha_bool_mosq_otherway_spray",1,"Possession and Use of Mosquito Nets"
"69",1,"PARCELLE I","Menage","alpha_bool_mosq_otherway_puddles",1,"Possession and Use of Mosquito Nets"
"70",1,"PARCELLE I","Menage","alpha_bool_mosq_otherway_bushes",1,"Possession and Use of Mosquito Nets"
"71",1,"PARCELLE I","Menage","alpha_bool_mosq_otherway_repell",1,"Possession and Use of Mosquito Nets"
"72",1,"PARCELLE I","Menage","alpha_bool_mosq_otherway_other",1,"Possession and Use of Mosquito Nets"
"73",1,"PARCELLE I","Menage","bool_health_diarrhea",4,"Health Care and Treatment"
"74",1,"PARCELLE I","Menage","bool_health_fever",30,"Health Care and Treatment"
"75",1,"PARCELLE I","Menage","bool_health_cough",13,"Health Care and Treatment"
"76",1,"PARCELLE I","Menage","alpha_bool_health_hospital",1,"Health Care and Treatment"
"77",1,"PARCELLE I","Menage","alpha_bool_health_center",1,"Health Care and Treatment"
"78",1,"PARCELLE I","Menage","alpha_bool_health_post",1,"Health Care and Treatment"
"79",1,"PARCELLE I","Menage","alpha_bool_health_comm",1,"Health Care and Treatment"
"80",1,"PARCELLE I","Menage","alpha_bool_health_clinic",1,"Health Care and Treatment"
"81",1,"PARCELLE I","Menage","alpha_bool_health_public_other",1,"Health Care and Treatment"
"82",1,"PARCELLE I","Menage","alpha_bool_health_private_clinic",1,"Health Care and Treatment"
"83",1,"PARCELLE I","Menage","alpha_bool_health_private_dr",1,"Health Care and Treatment"
"84",1,"PARCELLE I","Menage","alpha_bool_health_pharmacy",1,"Health Care and Treatment"
"85",1,"PARCELLE I","Menage","alpha_bool_health_officer",1,"Health Care and Treatment"
"86",1,"PARCELLE I","Menage","alpha_bool_health_mobile",1,"Health Care and Treatment"
"87",1,"PARCELLE I","Menage","alpha_bool_health_private_other",1,"Health Care and Treatment"
"88",1,"PARCELLE I","Menage","alpha_bool_health_family",1,"Health Care and Treatment"
"89",1,"PARCELLE I","Menage","alpha_bool_health_shop",1,"Health Care and Treatment"
"90",1,"PARCELLE I","Menage","alpha_bool_health_traditional",1,"Health Care and Treatment"
"91",1,"PARCELLE I","Menage","alpha_bool_health_other",1,"Health Care and Treatment"
"92",1,"PARCELLE I","Menage","bool_health_treat",22,"Health Care and Treatment"
"93",1,"PARCELLE I","Menage","bool_health_cost_transport",19,"Health Care and Treatment"
"94",1,"PARCELLE I","Menage","bool_health_cost_medicine",22,"Health Care and Treatment"
"95",1,"PARCELLE I","Menage","bool_health_cost_service",15,"Health Care and Treatment"
"96",1,"PARCELLE I","Menage","bool_health_cost_afford",19,"Health Care and Treatment"
"97",1,"PARCELLE I","Menage","bool_health_cost_main_transport",16,"Health Care and Treatment"
"98",1,"PARCELLE I","Menage","bool_health_cost_main_medicine",19,"Health Care and Treatment"
"99",1,"PARCELLE I","Menage","bool_health_cost_main_service",11,"Health Care and Treatment"
"100",1,"PARCELLE I","Menage","bool_health_cost_main_other",4,"Health Care and Treatment"
"101",1,"PARCELLE I","Menage","bool_food_supply",27,"Food Security"
"102",1,"PARCELLE I","Menage","bool_food_runout",4,"Food Security"
"103",1,"PARCELLE I","Menage","bool_food_hungry",0,"Food Security"
"104",1,"PARCELLE I","Menage","bool_food_skipmeals",2,"Food Security"
"105",1,"PARCELLE I","Menage","bool_food_norice",9,"Food Security"
"106",1,"PARCELLE I","Menage","alpha_bool_food_january",1,"Food Security"
"107",1,"PARCELLE I","Menage","alpha_bool_food_february",1,"Food Security"
"108",1,"PARCELLE I","Menage","alpha_bool_food_march",1,"Food Security"
"109",1,"PARCELLE I","Menage","alpha_bool_food_april",1,"Food Security"
"110",1,"PARCELLE I","Menage","alpha_bool_food_may",1,"Food Security"
"111",1,"PARCELLE I","Menage","alpha_bool_food_june",1,"Food Security"
"112",1,"PARCELLE I","Menage","alpha_bool_food_july",1,"Food Security"
"113",1,"PARCELLE I","Menage","alpha_bool_food_august",1,"Food Security"
"114",1,"PARCELLE I","Menage","alpha_bool_food_september",1,"Food Security"
"115",1,"PARCELLE I","Menage","alpha_bool_food_october",1,"Food Security"
"116",1,"PARCELLE I","Menage","alpha_bool_food_november",1,"Food Security"
"117",1,"PARCELLE I","Menage","alpha_bool_food_december",1,"Food Security"
"118",1,"PARCELLE I","Menage","alpha_bool_food_dontknow",1,"Food Security"
"119",1,"PARCELLE I","Menage","alpha_bool_food_notconcerned",1,"Food Security"
"120",1,"PARCELLE I","Menage","bool_food_eatpotatos",1,"Food Security"
"121",1,"PARCELLE I","Menage","bool_food_eatvia",10,"Food Security"
"122",1,"PARCELLE I","Menage","bool_food_eatother",27,"Food Security"
"123",1,"PARCELLE I","Menage","bool_food_soldassets",11,"Food Security"
"124",1,"PARCELLE I","Menage","bool_food_sold_specify",0,"Food Security"
"125",1,"PARCELLE I","Menage","bool_food_care_or_eat",8,"Food Security"
"126",1,"PARCELLE I","Menage","alt_bool_food_care_or_eat_choice",5,"Food Security"
"127",1,"PARCELLE I","Menage","bool_forest_entered",13,"Forest Use"
"128",1,"PARCELLE I","Menage","bool_forest_coastalplottwo",1,"Forest Use"
"129",1,"PARCELLE I","Menage","bool_forest_plotone",13,"Forest Use"
"130",1,"PARCELLE I","Menage","bool_forest_classified",4,"Forest Use"
"131",1,"PARCELLE I","Menage","alpha_bool_forest_reason_rice",1,"Forest Use"
"132",1,"PARCELLE I","Menage","alpha_bool_forest_reason_mahampy",1,"Forest Use"
"133",1,"PARCELLE I","Menage","alpha_bool_forest_reason_travel",1,"Forest Use"
"134",1,"PARCELLE I","Menage","alpha_bool_forest_reason_hunting",1,"Forest Use"
"135",1,"PARCELLE I","Menage","alpha_bool_forest_reason_cuttree",1,"Forest Use"
"136",1,"PARCELLE I","Menage","alpha_bool_forest_reason_collecttree",1,"Forest Use"
"137",1,"PARCELLE I","Menage","alpha_bool_forest_reason_fruitgathering",1,"Forest Use"
"138",1,"PARCELLE I","Menage","alpha_bool_forest_reason_catchbird",1,"Forest Use"
"139",1,"PARCELLE I","Menage","alpha_bool_forest_reason_harvestdonkey",1,"Forest Use"
"140",1,"PARCELLE I","Menage","alpha_bool_forest_reason_digtavolo",1,"Forest Use"
"141",1,"PARCELLE I","Menage","alpha_bool_forest_reason_other",1,"Forest Use"
"142",1,"PARCELLE I","Menage","bool_forest_reason_other_rice",0,"Forest Use"
"143",1,"PARCELLE I","Menage","bool_forest_reason_other_mahampy",0,"Forest Use"
"144",1,"PARCELLE I","Menage","bool_forest_reason_other_travel",0,"Forest Use"
"145",1,"PARCELLE I","Menage","bool_forest_reason_other_hunting",0,"Forest Use"
"146",1,"PARCELLE I","Menage","bool_forest_reason_other_cuttree",0,"Forest Use"
"147",1,"PARCELLE I","Menage","bool_forest_reason_other_collecttree",0,"Forest Use"
"148",1,"PARCELLE I","Menage","bool_forest_reason_other_fruitgathering",0,"Forest Use"
"149",1,"PARCELLE I","Menage","bool_forest_reason_other_catchbird",0,"Forest Use"
"150",1,"PARCELLE I","Menage","bool_forest_reason_other_harvestdonkey",0,"Forest Use"
"151",1,"PARCELLE I","Menage","bool_forest_reason_other_digtavolo",0,"Forest Use"
"152",1,"PARCELLE I","Menage","bool_forest_reason_other_other",1,"Forest Use"
"153",1,"PARCELLE I","Menage","bool_forest_notentered_noneed",20,"Forest Use"
"154",1,"PARCELLE I","Menage","bool_forest_notentered_notauthorized",21,"Forest Use"
"155",1,"PARCELLE I","Menage","bool_forest_notentered_fear",14,"Forest Use"
"156",1,"PARCELLE I","Menage","bool_forest_notentered_opportunity",7,"Forest Use"
"157",1,"PARCELLE I","Menage","bool_forest_notentered_far",10,"Forest Use"
"158",1,"PARCELLE I","Menage","bool_forest_notentered_other",2,"Forest Use"
"159",1,"PARCELLE I","Menage","bool_forest_pay_healthcare",1,"Health Care and Treatment"
"160",1,"PARCELLE I","Menage","bool_forest_rules",20,"Forest Use"
"161",1,"PARCELLE I","Menage","bool_forest_advantages",33,"Forest Use"
"162",1,"PARCELLE I","Menage","bool_forest_advantages_water",21,"Forest Use"
"163",1,"PARCELLE I","Menage","bool_forest_advantages_protein",0,"Forest Use"
"164",1,"PARCELLE I","Menage","bool_forest_advantages_construction",0,"Forest Use"
"165",1,"PARCELLE I","Menage","bool_forest_advantages_firewood",1,"Forest Use"
"166",1,"PARCELLE I","Menage","bool_forest_advantages_fruit",2,"Forest Use"
"167",1,"PARCELLE I","Menage","bool_forest_advantages_seeds",3,"Forest Use"
"168",1,"PARCELLE I","Menage","bool_forest_advantages_medicine",0,"Forest Use"
"169",1,"PARCELLE I","Menage","bool_forest_advantages_cleanair",11,"Forest Use"
"170",1,"PARCELLE I","Menage","bool_forest_advantages_rain",33,"Forest Use"
"171",1,"PARCELLE I","Menage","bool_forest_advantages_shade",2,"Forest Use"
"172",1,"PARCELLE I","Menage","bool_forest_advantages_tourism",2,"Forest Use"
"173",1,"PARCELLE I","Menage","bool_forest_advantages_cultural",0,"Forest Use"
"174",1,"PARCELLE I","Menage","bool_forest_advantages_other",1,"Forest Use"
"175",1,"PARCELLE I","Menage","bool_forest_downsides",7,"Forest Use"
"176",1,"PARCELLE I","Menage","bool_forest_downsides_disease",3,"Forest Use"
"177",1,"PARCELLE I","Menage","bool_forest_downsides_animals",0,"Forest Use"
"178",1,"PARCELLE I","Menage","bool_forest_downsides_spirits",0,"Forest Use"
"179",1,"PARCELLE I","Menage","bool_forest_downsides_insects",0,"Forest Use"
"180",1,"PARCELLE I","Menage","bool_forest_downsides_restriction",0,"Forest Use"
"181",1,"PARCELLE I","Menage","bool_forest_downsides_fire",1,"Forest Use"
"182",1,"PARCELLE I","Menage","bool_forest_downsides_other",3,"Forest Use"
"183",1,"PARCELLE I","Menage","bool_forest_threatened",2,"Forest Use"
"184",1,"PARCELLE I","Menage","bool_forest_threats_cuttingtrees",1,"Forest Use"
"185",1,"PARCELLE I","Menage","bool_forest_threats_fires",0,"Forest Use"
"186",1,"PARCELLE I","Menage","bool_forest_threats_agricultureburnt",0,"Forest Use"
"187",1,"PARCELLE I","Menage","bool_forest_threats_wetrice",0,"Forest Use"
"188",1,"PARCELLE I","Menage","bool_forest_threats_charcoal",0,"Forest Use"
"189",1,"PARCELLE I","Menage","bool_forest_threats_hunt",0,"Forest Use"
"190",1,"PARCELLE I","Menage","bool_forest_threats_other",0,"Forest Use"
"191",1,"PARCELLE I","Menage","bool_forest_protect",37,"Forest Use"
"192",1,"PARCELLE I","Menage","bool_forest_protect_water",33,"Forest Use"
"193",1,"PARCELLE I","Menage","bool_forest_protect_mosquitos",27,"Possession and Use of Mosquito Nets"
"194",1,"PARCELLE I","Menage","bool_forest_protect_tourism",21,"Forest Use"
"195",1,"PARCELLE I","Menage","bool_forest_protect_rain",37,"Forest Use"
"196",1,"PARCELLE I","Menage","bool_forest_protect_shade",37,"Forest Use"
"197",1,"PARCELLE I","Menage","bool_forest_protect_agriculture",26,"Forest Use"
"198",1,"PARCELLE I","Menage","bool_forest_acceptable_cuttrees",3,"Forest Use"
"199",1,"PARCELLE I","Menage","bool_forest_acceptable_no_endanger",31,"Forest Use"
"200",1,"PARCELLE I","Menage","bool_forest_acceptable_no_various",32,"Forest Use"
"201",1,"PARCELLE I","Menage","bool_forest_acceptable_no_sell",32,"Forest Use"
"202",1,"PARCELLE I","Menage","bool_forest_acceptable_no_illegal",31,"Forest Use"
"203",1,"PARCELLE I","Menage","bool_forest_acceptable_no_customary",21,"Forest Use"
"204",1,"PARCELLE I","Menage","bool_forest_acceptable_no_other",6,"Forest Use"
"205",1,"PARCELLE I","Menage","bool_forest_acceptable_yes_endanger",2,"Forest Use"
"206",1,"PARCELLE I","Menage","bool_forest_acceptable_yes_various",1,"Forest Use"
"207",1,"PARCELLE I","Menage","bool_forest_acceptable_yes_needs",1,"Forest Use"
"208",1,"PARCELLE I","Menage","bool_forest_acceptable_yes_house",1,"Housing Characteristics"
"209",1,"PARCELLE I","Menage","bool_forest_acceptable_yes_customary",2,"Forest Use"
"210",1,"PARCELLE I","Menage","bool_forest_acceptable_yes_other",2,"Forest Use"
"211",1,"PARCELLE I","Menage","bool_forest_eat_lemur",1,"Forest Use"
"212",1,"PARCELLE I","Menage","alpha_bool_forest_stop_ifcosts",1,"Forest Use"
"213",1,"PARCELLE I","Menage","alpha_bool_forest_stop_ifcosts_no",1,"Forest Use"
"214",1,"PARCELLE I","Menage","alpha_bool_forest_stop_ifcosts_notcuttingtrees",1,"Forest Use"
"215",1,"PARCELLE I","Menage","alpha_bool_forest_stop_ifcosts_nothunting",1,"Forest Use"
"216",1,"PARCELLE I","Menage","alpha_bool_forest_stop_ifcosts_stillneed",1,"Forest Use"
"217",1,"PARCELLE I","Menage","alpha_bool_forest_stop_ifcosts_other",1,"Forest Use"
"218",1,"PARCELLE I","Menage","bool_forest_good",0,"Forest Use"
"219",1,"PARCELLE I","Menage","bool_forest_future",37,"Forest Use"
"220",10,"PARCELLE I","Menage","numeric_house_hectare_owned",0.758620689655172,"Housing Characteristics"
"221",10,"PARCELLE I","Menage","numeric_house_pct_agr",72.5862068965517,"Housing Characteristics"
"222",10,"PARCELLE I","Menage","numeric_house_months_production_irrigated",5.67857142857143,"Housing Characteristics"
"223",10,"PARCELLE I","Menage","numeric_house_months_production_rainfed",5,"Housing Characteristics"
"224",10,"PARCELLE I","Menage","numeric_house_cows",0,"Housing Characteristics"
"225",10,"PARCELLE I","Menage","numeric_house_zebus",1.44827586206897,"Housing Characteristics"
"226",10,"PARCELLE I","Menage","numeric_house_goats",0,"Housing Characteristics"
"227",10,"PARCELLE I","Menage","numeric_house_sheep",0,"Housing Characteristics"
"228",10,"PARCELLE I","Menage","numeric_house_chickens",7.41379310344828,"Housing Characteristics"
"229",10,"PARCELLE I","Menage","numeric_house_pigs",0.241379310344828,"Housing Characteristics"
"230",10,"PARCELLE I","Menage","numeric_house_poultry",0.655172413793103,"Housing Characteristics"
"231",10,"PARCELLE I","Menage","numeric_house_other",0,"Housing Characteristics"
"232",10,"PARCELLE I","Menage","numeric_house_rooms",1.62068965517241,"Housing Characteristics"
"233",10,"PARCELLE I","Menage","numeric_house_total_income",668620.689655172,"Housing Characteristics"
"234",10,"PARCELLE I","Menage","numeric_water_duration",10.2142857142857,"Water and Sanitation"
"235",10,"PARCELLE I","Menage","numeric_mosq_net_number",1.88888888888889,"Possession and Use of Mosquito Nets"
"236",10,"PARCELLE I","Menage","numeric_food_months",1.82758620689655,"Food Security"
"237",10,"PARCELLE I","Menage","bool_house_owns_cellphone",7,"Housing Characteristics"
"238",10,"PARCELLE I","Menage","bool_house_owns_show",0,"Housing Characteristics"
"239",10,"PARCELLE I","Menage","bool_house_owns_bicycle",0,"Housing Characteristics"
"240",10,"PARCELLE I","Menage","bool_house_owns_motorcycle",0,"Housing Characteristics"
"241",10,"PARCELLE I","Menage","bool_house_owns_boat",0,"Housing Characteristics"
"242",10,"PARCELLE I","Menage","bool_house_owns_net",0,"Housing Characteristics"
"243",10,"PARCELLE I","Menage","bool_house_owns_animal",0,"Housing Characteristics"
"244",10,"PARCELLE I","Menage","bool_house_owns_truck",0,"Housing Characteristics"
"245",10,"PARCELLE I","Menage","bool_house_owns_motorboat",0,"Housing Characteristics"
"246",10,"PARCELLE I","Menage","bool_house_owns_plow",0,"Housing Characteristics"
"247",10,"PARCELLE I","Menage","bool_house_owns_sewingmachine",1,"Housing Characteristics"
"248",10,"PARCELLE I","Menage","bool_house_owns_tractor",0,"Housing Characteristics"
"249",10,"PARCELLE I","Menage","bool_house_has_electricity",6,"Housing Characteristics"
"250",10,"PARCELLE I","Menage","bool_house_owns_land",29,"Housing Characteristics"
"251",10,"PARCELLE I","Menage","bool_house_grows_irrigated_rice",28,"Housing Characteristics"
"252",10,"PARCELLE I","Menage","bool_house_grows_rainfed_rice",4,"Housing Characteristics"
"253",10,"PARCELLE I","Menage","bool_house_grows_cassava_rice",29,"Housing Characteristics"
"254",10,"PARCELLE I","Menage","bool_house_grows_potato_rice",24,"Housing Characteristics"
"255",10,"PARCELLE I","Menage","bool_house_grows_cashcrop",23,"Housing Characteristics"
"256",10,"PARCELLE I","Menage","bool_house_grows_other",0,"Housing Characteristics"
"257",10,"PARCELLE I","Menage","bool_house_grows_traditional_rice",0,"Housing Characteristics"
"258",10,"PARCELLE I","Menage","bool_house_grows_traditional_irrigated",0,"Housing Characteristics"
"259",10,"PARCELLE I","Menage","bool_house_grows_traditional_rainbed",0,"Housing Characteristics"
"260",10,"PARCELLE I","Menage","bool_house_slash",13,"Housing Characteristics"
"261",10,"PARCELLE I","Menage","bool_house_owns_shoes",17,"Housing Characteristics"
"262",10,"PARCELLE I","Menage","bool_house_owns_landline",0,"Housing Characteristics"
"263",10,"PARCELLE I","Menage","bool_house_owns_radio",12,"Housing Characteristics"
"264",10,"PARCELLE I","Menage","bool_house_owns_table",1,"Housing Characteristics"
"265",10,"PARCELLE I","Menage","bool_house_owns_chair",1,"Housing Characteristics"
"266",10,"PARCELLE I","Menage","bool_house_owns_reads",2,"Housing Characteristics"
"267",10,"PARCELLE I","Menage","bool_house_owns_sofa",0,"Housing Characteristics"
"268",10,"PARCELLE I","Menage","bool_house_owns_tv",0,"Housing Characteristics"
"269",10,"PARCELLE I","Menage","bool_house_owns_cdplayer",0,"Housing Characteristics"
"270",10,"PARCELLE I","Menage","bool_house_owns_tablet",0,"Housing Characteristics"
"271",10,"PARCELLE I","Menage","bool_house_has_internet",0,"Housing Characteristics"
"272",10,"PARCELLE I","Menage","bool_house_has_bankaccount",0,"Housing Characteristics"
"273",10,"PARCELLE I","Menage","bool_water_safe",2,"Water and Sanitation"
"274",10,"PARCELLE I","Menage","alpha_bool_water_boil",3,"Water and Sanitation"
"275",10,"PARCELLE I","Menage","alpha_bool_water_bleach",3,"Water and Sanitation"
"276",10,"PARCELLE I","Menage","alpha_bool_water_cloth",3,"Water and Sanitation"
"277",10,"PARCELLE I","Menage","alpha_bool_water_filter",3,"Water and Sanitation"
"278",10,"PARCELLE I","Menage","alpha_bool_water_solar",3,"Water and Sanitation"
"279",10,"PARCELLE I","Menage","alpha_bool_water_disinfection",3,"Water and Sanitation"
"280",10,"PARCELLE I","Menage","alpha_bool_water_other",3,"Water and Sanitation"
"281",10,"PARCELLE I","Menage","bool_mosq_net",27,"Possession and Use of Mosquito Nets"
"282",10,"PARCELLE I","Menage","bool_mosq_net_reason_scared",29,"Possession and Use of Mosquito Nets"
"283",10,"PARCELLE I","Menage","bool_mosq_net_reason_fish",0,"Possession and Use of Mosquito Nets"
"284",10,"PARCELLE I","Menage","bool_mosq_net_reason_poultry",0,"Possession and Use of Mosquito Nets"
"285",10,"PARCELLE I","Menage","bool_mosq_net_reason_other",0,"Possession and Use of Mosquito Nets"
"286",10,"PARCELLE I","Menage","bool_avoid_mosq_ways",0,"Possession and Use of Mosquito Nets"
"287",10,"PARCELLE I","Menage","alpha_bool_mosq_otherway_spray",3,"Possession and Use of Mosquito Nets"
"288",10,"PARCELLE I","Menage","alpha_bool_mosq_otherway_puddles",3,"Possession and Use of Mosquito Nets"
"289",10,"PARCELLE I","Menage","alpha_bool_mosq_otherway_bushes",3,"Possession and Use of Mosquito Nets"
"290",10,"PARCELLE I","Menage","alpha_bool_mosq_otherway_repell",3,"Possession and Use of Mosquito Nets"
"291",10,"PARCELLE I","Menage","alpha_bool_mosq_otherway_other",3,"Possession and Use of Mosquito Nets"
"292",10,"PARCELLE I","Menage","bool_health_diarrhea",12,"Health Care and Treatment"
"293",10,"PARCELLE I","Menage","bool_health_fever",23,"Health Care and Treatment"
"294",10,"PARCELLE I","Menage","bool_health_cough",14,"Health Care and Treatment"
"295",10,"PARCELLE I","Menage","alpha_bool_health_hospital",3,"Health Care and Treatment"
"296",10,"PARCELLE I","Menage","alpha_bool_health_center",3,"Health Care and Treatment"
"297",10,"PARCELLE I","Menage","alpha_bool_health_post",3,"Health Care and Treatment"
"298",10,"PARCELLE I","Menage","alpha_bool_health_comm",3,"Health Care and Treatment"
"299",10,"PARCELLE I","Menage","alpha_bool_health_clinic",3,"Health Care and Treatment"
"300",10,"PARCELLE I","Menage","alpha_bool_health_public_other",3,"Health Care and Treatment"
"301",10,"PARCELLE I","Menage","alpha_bool_health_private_clinic",3,"Health Care and Treatment"
"302",10,"PARCELLE I","Menage","alpha_bool_health_private_dr",3,"Health Care and Treatment"
"303",10,"PARCELLE I","Menage","alpha_bool_health_pharmacy",3,"Health Care and Treatment"
"304",10,"PARCELLE I","Menage","alpha_bool_health_officer",3,"Health Care and Treatment"
"305",10,"PARCELLE I","Menage","alpha_bool_health_mobile",3,"Health Care and Treatment"
"306",10,"PARCELLE I","Menage","alpha_bool_health_private_other",3,"Health Care and Treatment"
"307",10,"PARCELLE I","Menage","alpha_bool_health_family",3,"Health Care and Treatment"
"308",10,"PARCELLE I","Menage","alpha_bool_health_shop",3,"Health Care and Treatment"
"309",10,"PARCELLE I","Menage","alpha_bool_health_traditional",3,"Health Care and Treatment"
"310",10,"PARCELLE I","Menage","alpha_bool_health_other",3,"Health Care and Treatment"
"311",10,"PARCELLE I","Menage","bool_health_treat",20,"Health Care and Treatment"
"312",10,"PARCELLE I","Menage","bool_health_cost_transport",19,"Health Care and Treatment"
"313",10,"PARCELLE I","Menage","bool_health_cost_medicine",19,"Health Care and Treatment"
"314",10,"PARCELLE I","Menage","bool_health_cost_service",16,"Health Care and Treatment"
"315",10,"PARCELLE I","Menage","bool_health_cost_afford",10,"Health Care and Treatment"
"316",10,"PARCELLE I","Menage","bool_health_cost_main_transport",10,"Health Care and Treatment"
"317",10,"PARCELLE I","Menage","bool_health_cost_main_medicine",10,"Health Care and Treatment"
